,chin_x0,chin_y0,chin_x1,chin_y1,chin_x2,chin_y2,chin_x3,chin_y3,chin_x4,chin_y4,chin_x5,chin_y5,chin_x6,chin_y6,chin_x7,chin_y7,chin_x8,chin_y8,chin_x9,chin_y9,chin_x10,chin_y10,chin_x11,chin_y11,chin_x12,chin_y12,chin_x13,chin_y13,chin_x14,chin_y14,chin_x15,chin_y15,chin_x16,chin_y16,right_eyebrow_x0,right_eyebrow_y0,right_eyebrow_x1,right_eyebrow_y1,right_eyebrow_x2,right_eyebrow_y2,right_eyebrow_x3,right_eyebrow_y3,right_eyebrow_x4,right_eyebrow_y4,left_eyebrow_x0,left_eyebrow_y0,left_eyebrow_x1,left_eyebrow_y1,left_eyebrow_x2,left_eyebrow_y2,left_eyebrow_x3,left_eyebrow_y3,left_eyebrow_x4,left_eyebrow_y4,nose_x0,nose_y0,nose_x1,nose_y1,nose_x2,nose_y2,nose_x3,nose_y3,nose_x4,nose_y4,nose_x5,nose_y5,nose_x6,nose_y6,nose_x7,nose_y7,nose_x8,nose_y8,right_eye_x0,right_eye_y0,right_eye_x1,right_eye_y1,right_eye_x2,right_eye_y2,right_eye_x3,right_eye_y3,right_eye_x4,right_eye_y4,right_eye_x5,right_eye_y5,left_eye_x0,left_eye_y0,left_eye_x1,left_eye_y1,left_eye_x2,left_eye_y2,left_eye_x3,left_eye_y3,left_eye_x4,left_eye_y4,left_eye_x5,left_eye_y5,mouth_x0,mouth_y0,mouth_x1,mouth_y1,mouth_x2,mouth_y2,mouth_x3,mouth_y3,mouth_x4,mouth_y4,mouth_x5,mouth_y5,mouth_x6,mouth_y6,mouth_x7,mouth_y7,mouth_x8,mouth_y8,mouth_x9,mouth_y9,mouth_x10,mouth_y10,mouth_x11,mouth_y11,mouth_x12,mouth_y12,mouth_x13,mouth_y13,mouth_x14,mouth_y14,mouth_x15,mouth_y15,mouth_x16,mouth_y16,mouth_x17,mouth_y17,mouth_x18,mouth_y18,mouth_x19,mouth_y19,target
102.jpg,0.573333333,0.926666667,0.606666667,1.02,0.633333333,1.1,0.666666667,1.18,0.713333333,1.253333333,0.786666667,1.306666667,0.866666667,1.34,0.96,1.366666667,1.04,1.36,1.106666667,1.333333333,1.153333333,1.28,1.186666667,1.213333333,1.213333333,1.146666667,1.22,1.066666667,1.22,0.986666667,1.22,0.906666667,1.206666667,0.826666667,0.66,0.853333333,0.706666667,0.813333333,0.773333333,0.793333333,0.84,0.8,0.906666667,0.813333333,1,0.8,1.053333333,0.773333333,1.106666667,0.753333333,1.16,0.753333333,1.2,0.786666667,0.973333333,0.86,0.986666667,0.906666667,1.006666667,0.953333333,1.02,1.006666667,0.94,1.066666667,0.98,1.066666667,1.013333333,1.073333333,1.046666667,1.06,1.066666667,1.046666667,0.746666667,0.9,0.786666667,0.88,0.833333333,0.873333333,0.866666667,0.886666667,0.833333333,0.906666667,0.793333333,0.913333333,1.046666667,0.866666667,1.086666667,0.846666667,1.12,0.84,1.153333333,0.853333333,1.126666667,0.866666667,1.086666667,0.873333333,0.873333333,1.193333333,0.926666667,1.166666667,0.98,1.146666667,1.013333333,1.153333333,1.04,1.14,1.08,1.146666667,1.113333333,1.16,1.086666667,1.193333333,1.053333333,1.206666667,1.02,1.22,0.986666667,1.22,0.933333333,1.213333333,0.9,1.186666667,0.98,1.173333333,1.013333333,1.173333333,1.046666667,1.166666667,1.093333333,1.16,1.046666667,1.166666667,1.013333333,1.173333333,0.98,1.173333333,11
103.jpg,0.646666667,0.913333333,0.666666667,1,0.693333333,1.073333333,0.713333333,1.153333333,0.74,1.226666667,0.793333333,1.286666667,0.866666667,1.326666667,0.946666667,1.36,1.026666667,1.36,1.106666667,1.34,1.166666667,1.3,1.22,1.246666667,1.253333333,1.18,1.273333333,1.106666667,1.28,1.02,1.286666667,0.933333333,1.293333333,0.846666667,0.7,0.846666667,0.74,0.806666667,0.806666667,0.793333333,0.866666667,0.8,0.926666667,0.813333333,1.026666667,0.806666667,1.08,0.773333333,1.14,0.76,1.2,0.766666667,1.24,0.793333333,0.986666667,0.86,0.993333333,0.906666667,1,0.96,1.013333333,1.006666667,0.946666667,1.06,0.98,1.066666667,1.013333333,1.073333333,1.04,1.06,1.066666667,1.053333333,0.773333333,0.9,0.806666667,0.873333333,0.853333333,0.866666667,0.886666667,0.893333333,0.853333333,0.906666667,0.806666667,0.913333333,1.073333333,0.88,1.113333333,0.853333333,1.153333333,0.846666667,1.186666667,0.866666667,1.16,0.88,1.12,0.886666667,0.893333333,1.193333333,0.933333333,1.16,0.98,1.14,1.006666667,1.146666667,1.04,1.14,1.08,1.153333333,1.126666667,1.173333333,1.086666667,1.2,1.053333333,1.206666667,1.02,1.213333333,0.986666667,1.213333333,0.94,1.213333333,0.913333333,1.186666667,0.98,1.173333333,1.013333333,1.18,1.046666667,1.173333333,1.106666667,1.173333333,1.046666667,1.166666667,1.013333333,1.173333333,0.98,1.173333333,11
104.jpg,0.673333333,0.853333333,0.686666667,0.94,0.706666667,1.02,0.72,1.1,0.746666667,1.18,0.786666667,1.246666667,0.853333333,1.306666667,0.92,1.346666667,1,1.366666667,1.073333333,1.353333333,1.14,1.306666667,1.206666667,1.253333333,1.246666667,1.186666667,1.273333333,1.113333333,1.286666667,1.026666667,1.306666667,0.94,1.32,0.846666667,0.72,0.806666667,0.766666667,0.773333333,0.826666667,0.766666667,0.886666667,0.78,0.953333333,0.806666667,1.046666667,0.806666667,1.1,0.78,1.166666667,0.773333333,1.226666667,0.78,1.273333333,0.813333333,1.006666667,0.853333333,1.006666667,0.906666667,1.006666667,0.96,1.006666667,1.013333333,0.94,1.046666667,0.973333333,1.06,1.006666667,1.066666667,1.033333333,1.06,1.066666667,1.053333333,0.786666667,0.866666667,0.826666667,0.853333333,0.866666667,0.846666667,0.906666667,0.873333333,0.866666667,0.886666667,0.82,0.886666667,1.093333333,0.873333333,1.126666667,0.853333333,1.173333333,0.853333333,1.206666667,0.873333333,1.173333333,0.886666667,1.126666667,0.886666667,0.873333333,1.166666667,0.92,1.146666667,0.966666667,1.133333333,1,1.14,1.033333333,1.133333333,1.08,1.146666667,1.126666667,1.173333333,1.08,1.22,1.033333333,1.24,1,1.24,0.966666667,1.24,0.913333333,1.22,0.893333333,1.173333333,0.966666667,1.16,1,1.16,1.033333333,1.16,1.106666667,1.173333333,1.033333333,1.2,1,1.2,0.966666667,1.2,11
105.jpg,0.651315789,0.835526316,0.671052632,0.927631579,0.697368421,1.013157895,0.717105263,1.098684211,0.743421053,1.177631579,0.796052632,1.243421053,0.855263158,1.296052632,0.927631579,1.342105263,1,1.355263158,1.072368421,1.335526316,1.138157895,1.289473684,1.197368421,1.230263158,1.236842105,1.157894737,1.263157895,1.078947368,1.276315789,0.993421053,1.289473684,0.901315789,1.302631579,0.802631579,0.710526316,0.815789474,0.756578947,0.782894737,0.822368421,0.776315789,0.881578947,0.789473684,0.947368421,0.809210526,1.039473684,0.809210526,1.098684211,0.782894737,1.157894737,0.769736842,1.217105263,0.776315789,1.263157895,0.809210526,0.993421053,0.855263158,1,0.914473684,1,0.967105263,1.006578947,1.026315789,0.940789474,1.052631579,0.973684211,1.059210526,1.006578947,1.072368421,1.039473684,1.059210526,1.072368421,1.046052632,0.782894737,0.875,0.822368421,0.868421053,0.861842105,0.861842105,0.901315789,0.875,0.861842105,0.881578947,0.822368421,0.888157895,1.085526316,0.868421053,1.118421053,0.855263158,1.157894737,0.861842105,1.197368421,0.868421053,1.157894737,0.881578947,1.118421053,0.881578947,0.868421053,1.157894737,0.921052632,1.144736842,0.973684211,1.131578947,1.006578947,1.144736842,1.039473684,1.131578947,1.078947368,1.138157895,1.118421053,1.157894737,1.085526316,1.210526316,1.039473684,1.230263158,1.006578947,1.236842105,0.967105263,1.236842105,0.914473684,1.217105263,0.888157895,1.164473684,0.973684211,1.157894737,1.006578947,1.164473684,1.039473684,1.157894737,1.105263158,1.157894737,1.039473684,1.190789474,1.006578947,1.197368421,0.967105263,1.197368421,11
106.jpg,0.679738562,0.803921569,0.679738562,0.895424837,0.68627451,0.973856209,0.692810458,1.058823529,0.705882353,1.14379085,0.745098039,1.222222222,0.797385621,1.281045752,0.862745098,1.333333333,0.941176471,1.352941176,1.013071895,1.346405229,1.091503268,1.31372549,1.156862745,1.267973856,1.202614379,1.202614379,1.241830065,1.130718954,1.261437908,1.045751634,1.294117647,0.967320261,1.31372549,0.882352941,0.738562092,0.764705882,0.797385621,0.738562092,0.862745098,0.745098039,0.921568627,0.764705882,0.973856209,0.797385621,1.065359477,0.810457516,1.124183007,0.797385621,1.189542484,0.797385621,1.241830065,0.810457516,1.281045752,0.849673203,1.019607843,0.85620915,1.019607843,0.908496732,1.013071895,0.954248366,1.013071895,1.013071895,0.934640523,1.039215686,0.967320261,1.052287582,0.993464052,1.065359477,1.026143791,1.058823529,1.058823529,1.052287582,0.803921569,0.836601307,0.843137255,0.823529412,0.888888889,0.830065359,0.921568627,0.85620915,0.875816993,0.862745098,0.836601307,0.85620915,1.098039216,0.888888889,1.137254902,0.862745098,1.183006536,0.869281046,1.215686275,0.895424837,1.176470588,0.908496732,1.137254902,0.901960784,0.843137255,1.14379085,0.895424837,1.130718954,0.947712418,1.124183007,0.980392157,1.137254902,1.013071895,1.137254902,1.052287582,1.150326797,1.08496732,1.176470588,1.045751634,1.215686275,1,1.22875817,0.960784314,1.22875817,0.928104575,1.215686275,0.882352941,1.196078431,0.862745098,1.150326797,0.941176471,1.156862745,0.973856209,1.163398693,1.013071895,1.163398693,1.065359477,1.176470588,1.006535948,1.189542484,0.967320261,1.189542484,0.941176471,1.176470588,11
107.jpg,0.454545455,0.696969697,0.454545455,0.838383838,0.474747475,0.97979798,0.494949495,1.111111111,0.525252525,1.242424242,0.595959596,1.363636364,0.696969697,1.454545455,0.797979798,1.525252525,0.909090909,1.555555556,1.02020202,1.545454545,1.121212121,1.484848485,1.222222222,1.404040404,1.292929293,1.303030303,1.343434343,1.191919192,1.383838384,1.070707071,1.424242424,0.939393939,1.454545455,0.797979798,0.575757576,0.636363636,0.666666667,0.595959596,0.767676768,0.606060606,0.858585859,0.636363636,0.949494949,0.686868687,1.101010101,0.707070707,1.181818182,0.676767677,1.272727273,0.666666667,1.353535354,0.686868687,1.414141414,0.737373737,1.02020202,0.777777778,1.02020202,0.858585859,1.02020202,0.939393939,1.01010101,1.02020202,0.888888889,1.070707071,0.939393939,1.090909091,0.98989899,1.101010101,1.04040404,1.101010101,1.090909091,1.090909091,0.676767677,0.767676768,0.747474747,0.767676768,0.808080808,0.767676768,0.858585859,0.787878788,0.797979798,0.797979798,0.737373737,0.797979798,1.141414141,0.828282828,1.202020202,0.818181818,1.262626263,0.828282828,1.313131313,0.838383838,1.252525253,0.848484848,1.202020202,0.848484848,0.757575758,1.232323232,0.838383838,1.212121212,0.919191919,1.202020202,0.96969697,1.222222222,1.02020202,1.212121212,1.080808081,1.232323232,1.131313131,1.272727273,1.070707071,1.343434343,1,1.373737374,0.949494949,1.373737374,0.888888889,1.363636364,0.818181818,1.323232323,0.787878788,1.242424242,0.919191919,1.242424242,0.96969697,1.252525253,1.02020202,1.252525253,1.101010101,1.272727273,1.01010101,1.303030303,0.949494949,1.313131313,0.909090909,1.292929293,11
108.jpg,0.474226804,0.721649485,0.494845361,0.865979381,0.515463918,1,0.536082474,1.134020619,0.567010309,1.257731959,0.639175258,1.371134021,0.731958763,1.463917526,0.845360825,1.525773196,0.958762887,1.556701031,1.072164948,1.536082474,1.18556701,1.474226804,1.278350515,1.391752577,1.350515464,1.288659794,1.402061856,1.164948454,1.422680412,1.020618557,1.453608247,0.886597938,1.474226804,0.742268041,0.556701031,0.680412371,0.628865979,0.628865979,0.731958763,0.618556701,0.835051546,0.649484536,0.927835052,0.690721649,1.082474227,0.701030928,1.175257732,0.670103093,1.268041237,0.649484536,1.360824742,0.659793814,1.422680412,0.721649485,1.010309278,0.773195876,1.010309278,0.855670103,1.010309278,0.93814433,1.010309278,1.020618557,0.896907216,1.072164948,0.948453608,1.092783505,1,1.103092784,1.051546392,1.092783505,1.103092784,1.082474227,0.659793814,0.762886598,0.721649485,0.742268041,0.793814433,0.742268041,0.855670103,0.783505155,0.783505155,0.804123711,0.721649485,0.804123711,1.134020619,0.804123711,1.195876289,0.762886598,1.268041237,0.773195876,1.319587629,0.804123711,1.268041237,0.824742268,1.195876289,0.824742268,0.773195876,1.237113402,0.855670103,1.216494845,0.93814433,1.206185567,0.989690722,1.216494845,1.041237113,1.206185567,1.113402062,1.226804124,1.175257732,1.257731959,1.103092784,1.329896907,1.041237113,1.371134021,0.979381443,1.371134021,0.927835052,1.371134021,0.845360825,1.329896907,0.793814433,1.24742268,0.93814433,1.237113402,0.989690722,1.24742268,1.041237113,1.24742268,1.144329897,1.257731959,1.041237113,1.309278351,0.979381443,1.309278351,0.927835052,1.298969072,11
109.jpg,0.688311688,0.811688312,0.701298701,0.902597403,0.720779221,0.980519481,0.733766234,1.064935065,0.75974026,1.142857143,0.798701299,1.214285714,0.863636364,1.272727273,0.928571429,1.318181818,1.006493506,1.331168831,1.077922078,1.318181818,1.142857143,1.272727273,1.201298701,1.214285714,1.24025974,1.142857143,1.266233766,1.064935065,1.285714286,0.980519481,1.305194805,0.88961039,1.318181818,0.792207792,0.733766234,0.805194805,0.779220779,0.772727273,0.837662338,0.779220779,0.896103896,0.792207792,0.954545455,0.811688312,1.038961039,0.811688312,1.103896104,0.792207792,1.162337662,0.779220779,1.220779221,0.785714286,1.266233766,0.811688312,1,0.850649351,1.006493506,0.909090909,1.006493506,0.967532468,1.006493506,1.025974026,0.941558442,1.051948052,0.974025974,1.058441558,1.006493506,1.071428571,1.038961039,1.058441558,1.071428571,1.051948052,0.792207792,0.857142857,0.831168831,0.837662338,0.87012987,0.837662338,0.909090909,0.863636364,0.87012987,0.87012987,0.824675325,0.87012987,1.090909091,0.87012987,1.12987013,0.837662338,1.168831169,0.837662338,1.207792208,0.857142857,1.175324675,0.876623377,1.12987013,0.876623377,0.88961039,1.155844156,0.928571429,1.136363636,0.974025974,1.12987013,1.006493506,1.136363636,1.038961039,1.123376623,1.077922078,1.136363636,1.11038961,1.155844156,1.077922078,1.201298701,1.038961039,1.220779221,1.006493506,1.220779221,0.967532468,1.220779221,0.928571429,1.201298701,0.915584416,1.162337662,0.974025974,1.155844156,1.006493506,1.155844156,1.038961039,1.155844156,1.090909091,1.155844156,1.038961039,1.168831169,1.006493506,1.175324675,0.967532468,1.168831169,11
110.jpg,0.477777778,0.811111111,0.488888889,0.966666667,0.511111111,1.111111111,0.544444444,1.255555556,0.611111111,1.388888889,0.7,1.5,0.811111111,1.577777778,0.933333333,1.633333333,1.044444444,1.644444444,1.166666667,1.611111111,1.255555556,1.533333333,1.333333333,1.433333333,1.388888889,1.3,1.433333333,1.166666667,1.455555556,1.033333333,1.477777778,0.888888889,1.477777778,0.744444444,0.533333333,0.688888889,0.6,0.611111111,0.7,0.577777778,0.8,0.588888889,0.9,0.622222222,1.044444444,0.611111111,1.144444444,0.566666667,1.244444444,0.544444444,1.355555556,0.555555556,1.422222222,0.633333333,0.988888889,0.711111111,0.988888889,0.822222222,1,0.922222222,1.011111111,1.033333333,0.9,1.1,0.955555556,1.111111111,1.011111111,1.122222222,1.066666667,1.1,1.122222222,1.077777778,0.655555556,0.766666667,0.711111111,0.733333333,0.777777778,0.733333333,0.844444444,0.766666667,0.777777778,0.777777778,0.711111111,0.788888889,1.122222222,0.744444444,1.177777778,0.7,1.244444444,0.7,1.311111111,0.722222222,1.255555556,0.744444444,1.188888889,0.755555556,0.788888889,1.255555556,0.866666667,1.233333333,0.944444444,1.222222222,1.011111111,1.222222222,1.066666667,1.211111111,1.144444444,1.211111111,1.222222222,1.233333333,1.155555556,1.322222222,1.088888889,1.355555556,1.022222222,1.366666667,0.955555556,1.366666667,0.877777778,1.344444444,0.822222222,1.266666667,0.955555556,1.255555556,1.011111111,1.255555556,1.066666667,1.244444444,1.2,1.244444444,1.077777778,1.3,1.022222222,1.311111111,0.955555556,1.311111111,12
111.jpg,0.467391304,0.75,0.47826087,0.902173913,0.489130435,1.043478261,0.510869565,1.184782609,0.576086957,1.304347826,0.663043478,1.413043478,0.77173913,1.5,0.891304348,1.565217391,1.02173913,1.565217391,1.141304348,1.543478261,1.25,1.467391304,1.326086957,1.369565217,1.380434783,1.260869565,1.423913043,1.141304348,1.434782609,1.010869565,1.456521739,0.880434783,1.467391304,0.75,0.565217391,0.663043478,0.630434783,0.597826087,0.72826087,0.576086957,0.826086957,0.586956522,0.923913043,0.630434783,1.076086957,0.619565217,1.173913043,0.586956522,1.27173913,0.565217391,1.369565217,0.597826087,1.413043478,0.673913043,1,0.72826087,1,0.826086957,1,0.934782609,1,1.043478261,0.880434783,1.086956522,0.934782609,1.097826087,1,1.119565217,1.065217391,1.097826087,1.119565217,1.076086957,0.673913043,0.739130435,0.72826087,0.717391304,0.793478261,0.72826087,0.858695652,0.760869565,0.793478261,0.77173913,0.72826087,0.77173913,1.119565217,0.760869565,1.184782609,0.717391304,1.25,0.717391304,1.304347826,0.739130435,1.25,0.77173913,1.184782609,0.77173913,0.782608696,1.239130435,0.858695652,1.217391304,0.934782609,1.206521739,0.989130435,1.217391304,1.054347826,1.206521739,1.119565217,1.206521739,1.195652174,1.22826087,1.130434783,1.282608696,1.065217391,1.304347826,1,1.304347826,0.934782609,1.304347826,0.858695652,1.293478261,0.815217391,1.239130435,0.934782609,1.25,1,1.25,1.054347826,1.239130435,1.163043478,1.239130435,1.054347826,1.25,1,1.25,0.934782609,1.25,12
112.jpg,0.472527473,0.736263736,0.472527473,0.89010989,0.483516484,1.032967033,0.505494505,1.175824176,0.549450549,1.318681319,0.626373626,1.428571429,0.725274725,1.527472527,0.857142857,1.582417582,1,1.593406593,1.131868132,1.582417582,1.241758242,1.516483516,1.318681319,1.417582418,1.373626374,1.307692308,1.417582418,1.175824176,1.43956044,1.043956044,1.461538462,0.912087912,1.472527473,0.769230769,0.56043956,0.648351648,0.637362637,0.582417582,0.736263736,0.56043956,0.846153846,0.582417582,0.934065934,0.626373626,1.087912088,0.626373626,1.186813187,0.593406593,1.285714286,0.571428571,1.384615385,0.604395604,1.428571429,0.681318681,1.010989011,0.725274725,1.010989011,0.824175824,1.021978022,0.934065934,1.010989011,1.043956044,0.879120879,1.087912088,0.945054945,1.10989011,1,1.131868132,1.065934066,1.120879121,1.120879121,1.098901099,0.67032967,0.736263736,0.736263736,0.703296703,0.802197802,0.714285714,0.868131868,0.747252747,0.802197802,0.769230769,0.725274725,0.769230769,1.131868132,0.758241758,1.197802198,0.725274725,1.263736264,0.725274725,1.318681319,0.747252747,1.263736264,0.78021978,1.197802198,0.78021978,0.78021978,1.274725275,0.857142857,1.252747253,0.934065934,1.241758242,0.989010989,1.263736264,1.043956044,1.252747253,1.10989011,1.263736264,1.175824176,1.307692308,1.10989011,1.351648352,1.043956044,1.362637363,0.989010989,1.362637363,0.923076923,1.351648352,0.846153846,1.340659341,0.813186813,1.285714286,0.934065934,1.285714286,0.989010989,1.285714286,1.032967033,1.285714286,1.142857143,1.296703297,1.043956044,1.307692308,0.989010989,1.307692308,0.923076923,1.307692308,12
113.jpg,0.559633028,0.770642202,0.568807339,0.889908257,0.587155963,1.009174312,0.605504587,1.119266055,0.660550459,1.220183486,0.733944954,1.293577982,0.816513761,1.366972477,0.917431193,1.412844037,1.018348624,1.412844037,1.119266055,1.394495413,1.201834862,1.330275229,1.266055046,1.256880734,1.321100917,1.165137615,1.348623853,1.064220183,1.366972477,0.95412844,1.376146789,0.844036697,1.385321101,0.733944954,0.623853211,0.724770642,0.678899083,0.669724771,0.76146789,0.660550459,0.853211009,0.669724771,0.926605505,0.706422018,1.055045872,0.697247706,1.137614679,0.660550459,1.220183486,0.642201835,1.302752294,0.651376147,1.348623853,0.706422018,0.990825688,0.779816514,1,0.871559633,1,0.963302752,1.009174312,1.055045872,0.899082569,1.064220183,0.944954128,1.082568807,1.009174312,1.100917431,1.055045872,1.082568807,1.100917431,1.055045872,0.724770642,0.779816514,0.770642202,0.76146789,0.825688073,0.76146789,0.880733945,0.798165138,0.825688073,0.80733945,0.770642202,0.80733945,1.100917431,0.788990826,1.146788991,0.752293578,1.201834862,0.743119266,1.256880734,0.76146789,1.211009174,0.788990826,1.155963303,0.798165138,0.816513761,1.183486239,0.880733945,1.174311927,0.944954128,1.165137615,1,1.174311927,1.04587156,1.155963303,1.100917431,1.155963303,1.165137615,1.165137615,1.110091743,1.229357798,1.055045872,1.247706422,1.009174312,1.256880734,0.95412844,1.256880734,0.880733945,1.23853211,0.844036697,1.19266055,0.95412844,1.19266055,1,1.19266055,1.04587156,1.183486239,1.146788991,1.174311927,1.04587156,1.201834862,1,1.211009174,0.95412844,1.211009174,12
114.jpg,0.596638655,0.756302521,0.605042017,0.87394958,0.613445378,0.991596639,0.638655462,1.092436975,0.68907563,1.193277311,0.74789916,1.277310924,0.831932773,1.344537815,0.915966387,1.386554622,1.025210084,1.394957983,1.117647059,1.378151261,1.201680672,1.319327731,1.260504202,1.235294118,1.31092437,1.151260504,1.344537815,1.050420168,1.361344538,0.941176471,1.369747899,0.831932773,1.369747899,0.722689076,0.655462185,0.722689076,0.705882353,0.672268908,0.789915966,0.663865546,0.865546218,0.680672269,0.941176471,0.722689076,1.058823529,0.705882353,1.134453782,0.672268908,1.210084034,0.647058824,1.285714286,0.647058824,1.336134454,0.697478992,1,0.781512605,1,0.87394958,1.008403361,0.957983193,1.008403361,1.050420168,0.907563025,1.058823529,0.957983193,1.084033613,1.008403361,1.100840336,1.058823529,1.084033613,1.100840336,1.058823529,0.739495798,0.781512605,0.789915966,0.764705882,0.840336134,0.764705882,0.890756303,0.789915966,0.840336134,0.806722689,0.781512605,0.806722689,1.100840336,0.781512605,1.151260504,0.74789916,1.210084034,0.739495798,1.25210084,0.756302521,1.210084034,0.789915966,1.159663866,0.798319328,0.831932773,1.176470588,0.890756303,1.168067227,0.949579832,1.168067227,1,1.176470588,1.042016807,1.168067227,1.100840336,1.168067227,1.159663866,1.168067227,1.100840336,1.218487395,1.050420168,1.235294118,1,1.243697479,0.949579832,1.243697479,0.890756303,1.226890756,0.848739496,1.176470588,0.949579832,1.193277311,1,1.193277311,1.042016807,1.18487395,1.134453782,1.176470588,1.042016807,1.193277311,1,1.201680672,0.949579832,1.201680672,12
115.jpg,0.587155963,0.770642202,0.587155963,0.889908257,0.605504587,1.027522936,0.623853211,1.146788991,0.678899083,1.256880734,0.733944954,1.357798165,0.816513761,1.449541284,0.908256881,1.513761468,1.027522936,1.532110092,1.137614679,1.504587156,1.229357798,1.440366972,1.293577982,1.348623853,1.348623853,1.23853211,1.394495413,1.119266055,1.412844037,0.990825688,1.431192661,0.862385321,1.440366972,0.724770642,0.633027523,0.678899083,0.688073394,0.614678899,0.770642202,0.605504587,0.862385321,0.623853211,0.935779817,0.660550459,1.073394495,0.660550459,1.155963303,0.623853211,1.247706422,0.605504587,1.330275229,0.605504587,1.385321101,0.669724771,1.009174312,0.743119266,1.009174312,0.844036697,1.009174312,0.944954128,1.009174312,1.04587156,0.899082569,1.064220183,0.944954128,1.091743119,1.009174312,1.110091743,1.064220183,1.091743119,1.119266055,1.064220183,0.724770642,0.76146789,0.770642202,0.743119266,0.825688073,0.743119266,0.880733945,0.770642202,0.825688073,0.779816514,0.770642202,0.788990826,1.128440367,0.76146789,1.183486239,0.743119266,1.23853211,0.733944954,1.293577982,0.752293578,1.247706422,0.779816514,1.183486239,0.779816514,0.825688073,1.211009174,0.889908257,1.19266055,0.95412844,1.183486239,1,1.19266055,1.055045872,1.183486239,1.119266055,1.183486239,1.183486239,1.211009174,1.119266055,1.266055046,1.064220183,1.28440367,1.009174312,1.293577982,0.95412844,1.28440367,0.889908257,1.275229358,0.853211009,1.220183486,0.95412844,1.220183486,1,1.220183486,1.055045872,1.220183486,1.155963303,1.211009174,1.055045872,1.23853211,1.009174312,1.23853211,0.95412844,1.23853211,12
116.jpg,0.505376344,0.677419355,0.505376344,0.827956989,0.516129032,0.967741935,0.548387097,1.107526882,0.602150538,1.225806452,0.677419355,1.322580645,0.774193548,1.408602151,0.88172043,1.47311828,1.010752688,1.483870968,1.129032258,1.47311828,1.23655914,1.408602151,1.322580645,1.311827957,1.387096774,1.204301075,1.440860215,1.075268817,1.47311828,0.946236559,1.494623656,0.817204301,1.505376344,0.677419355,0.569892473,0.602150538,0.64516129,0.548387097,0.741935484,0.548387097,0.849462366,0.569892473,0.935483871,0.623655914,1.086021505,0.623655914,1.182795699,0.580645161,1.290322581,0.559139785,1.387096774,0.559139785,1.451612903,0.634408602,1.010752688,0.709677419,1.010752688,0.827956989,1.010752688,0.946236559,1.010752688,1.053763441,0.870967742,1.064516129,0.935483871,1.096774194,1,1.129032258,1.075268817,1.107526882,1.129032258,1.075268817,0.677419355,0.698924731,0.741935484,0.666666667,0.806451613,0.677419355,0.870967742,0.720430108,0.806451613,0.731182796,0.731182796,0.731182796,1.139784946,0.720430108,1.204301075,0.677419355,1.279569892,0.677419355,1.333333333,0.698924731,1.279569892,0.741935484,1.204301075,0.741935484,0.784946237,1.204301075,0.870967742,1.193548387,0.935483871,1.193548387,0.989247312,1.215053763,1.053763441,1.204301075,1.11827957,1.204301075,1.193548387,1.215053763,1.11827957,1.268817204,1.053763441,1.290322581,0.989247312,1.290322581,0.935483871,1.279569892,0.860215054,1.268817204,0.817204301,1.215053763,0.935483871,1.225806452,0.989247312,1.23655914,1.053763441,1.225806452,1.161290323,1.225806452,1.043010753,1.23655914,0.989247312,1.23655914,0.935483871,1.225806452,12
117.jpg,0.476635514,0.719626168,0.485981308,0.869158879,0.504672897,1,0.53271028,1.140186916,0.579439252,1.271028037,0.654205607,1.38317757,0.76635514,1.46728972,0.887850467,1.53271028,1.028037383,1.551401869,1.158878505,1.523364486,1.261682243,1.448598131,1.345794393,1.345794393,1.401869159,1.23364486,1.448598131,1.093457944,1.46728972,0.962616822,1.476635514,0.822429907,1.476635514,0.682242991,0.551401869,0.644859813,0.61682243,0.579439252,0.719626168,0.560747664,0.831775701,0.579439252,0.925233645,0.626168224,1.065420561,0.61682243,1.158878505,0.570093458,1.261682243,0.542056075,1.364485981,0.560747664,1.429906542,0.626168224,1,0.710280374,1,0.822429907,1.009345794,0.943925234,1.009345794,1.056074766,0.887850467,1.08411215,0.943925234,1.112149533,1.009345794,1.130841121,1.074766355,1.112149533,1.130841121,1.08411215,0.663551402,0.728971963,0.719626168,0.700934579,0.785046729,0.700934579,0.85046729,0.738317757,0.785046729,0.757009346,0.719626168,0.757009346,1.130841121,0.728971963,1.196261682,0.691588785,1.261682243,0.691588785,1.327102804,0.710280374,1.271028037,0.747663551,1.205607477,0.747663551,0.803738318,1.252336449,0.878504673,1.23364486,0.943925234,1.224299065,1,1.242990654,1.056074766,1.224299065,1.121495327,1.23364486,1.186915888,1.252336449,1.121495327,1.308411215,1.056074766,1.327102804,1.009345794,1.336448598,0.943925234,1.327102804,0.878504673,1.317757009,0.841121495,1.261682243,0.953271028,1.271028037,1,1.271028037,1.056074766,1.261682243,1.14953271,1.252336449,1.056074766,1.261682243,1,1.261682243,0.943925234,1.261682243,12
